x,y
681,203.3699634
682,203.3455433
683,203.3211233
684,203.2967033
685,203.2722833
686,203.2478632
687,203.2234432
688,203.1990232
689,203.1746032
690,203.1501832
691,203.1257631
692,203.1013431
693,203.0769231
694,203.0525031
695,203.028083
696,203.003663
697,202.979243
698,202.954823
699,202.9304029
700,202.9059829
701,202.8815629
702,202.8571429
703,202.8327228
704,202.8083028
705,202.7838828
706,202.7594628
707,202.7350427
708,202.7106227
709,202.6862027
710,202.6617827
711,202.6373626
712,202.6129426
713,202.5885226
714,202.5641026
715,202.5396825
716,202.5152625
717,202.4908425
718,202.4664225
719,202.4420024
720,202.4175824
721,202.3931624
722,202.3687424
723,202.3443223
724,202.3199023
725,202.2954823
726,202.2710623
727,202.2466422
728,202.2222222
729,202.1978022
730,202.1733822
731,202.1489621
732,202.1245421
733,202.1001221
734,202.0757021
735,202.0512821
736,202.026862
737,202.002442
738,201.978022
739,201.953602
740,201.9291819
741,201.9047619
742,201.8803419
743,201.8559219
744,201.8315018
745,201.8070818
746,201.7826618
747,201.7582418
748,201.7338217
749,201.7094017
750,201.6849817
751,201.6605617
752,201.6361416
753,201.6117216
754,201.5873016
755,201.5628816
756,201.5384615
757,201.5140415
758,201.4896215
759,201.4652015
760,201.4407814
761,201.4163614
762,201.3919414
763,201.3675214
764,201.3431013
765,201.3186813
766,201.2942613
767,201.2698413
768,201.2454212
769,201.2210012
770,201.1965812
771,201.1721612
772,201.1477411
773,201.1233211
774,201.0989011
775,201.0744811
776,201.0500611
777,201.025641
778,201.001221
779,200.976801
780,200.952381
781,200.9279609
782,200.9035409
783,200.8791209
784,200.8547009
785,200.8302808
786,200.8058608
787,200.7814408
788,200.7570208
789,200.7326007
790,200.7081807
791,200.6837607
792,200.6593407
793,200.6349206
794,200.6105006
795,200.5860806
796,200.5616606
797,200.5372405
798,200.5128205
799,200.4884005
800,200.4639805
801,200.4395604
802,200.4151404
803,200.3907204
804,200.3663004
805,200.3418803
806,200.3174603
807,200.2930403
808,200.2686203
809,200.2442002
810,200.2197802
811,200.1953602
812,200.1709402
813,200.1465201
814,200.1221001
815,200.0976801
816,200.0732601
817,200.04884
818,200.02442
819,200
820,199.97558
821,199.95116
822,199.9267399
823,199.9023199
824,199.8778999
825,199.8534799
826,199.8290598
827,199.8046398
828,199.7802198
829,199.7557998
830,199.7313797
831,199.7069597
832,199.6825397
833,199.6581197
834,199.6336996
835,199.6092796
836,199.5848596
837,199.5604396
838,199.5360195
839,199.5115995
840,199.4871795
841,199.4627595
842,199.4383394
843,199.4139194
844,199.3894994
845,199.3650794
846,199.3406593
847,199.3162393
848,199.2918193
849,199.2673993
850,199.2429792
851,199.2185592
852,199.1941392
853,199.1697192
854,199.1452991
855,199.1208791
856,199.0964591
857,199.0720391
858,199.047619
859,199.023199
860,198.998779
861,198.974359
862,198.9499389
863,198.9255189
864,198.9010989
865,198.8766789
866,198.8522589
867,198.8278388
868,198.8034188
869,198.7789988
870,198.7545788
871,198.7301587
872,198.7057387
873,198.6813187
874,198.6568987
875,198.6324786
876,198.6080586
877,198.5836386
878,198.5592186
879,198.5347985
880,198.5103785
881,198.4859585
882,198.4615385
883,198.4371184
884,198.4126984
885,198.3882784
886,198.3638584
887,198.3394383
888,198.3150183
889,198.2905983
890,198.2661783
891,198.2417582
892,198.2173382
893,198.1929182
894,198.1684982
895,198.1440781
896,198.1196581
897,198.0952381
898,198.0708181
899,198.046398
900,198.021978
901,197.997558
902,197.973138
903,197.9487179
904,197.9242979
905,197.8998779
906,197.8754579
907,197.8510379
908,197.8266178
909,197.8021978
910,197.7777778
911,197.7533578
912,197.7289377
913,197.7045177
914,197.6800977
915,197.6556777
916,197.6312576
917,197.6068376
918,197.5824176
919,197.5579976
920,197.5335775
921,197.5091575
922,197.4847375
923,197.4603175
924,197.4358974
925,197.4114774
926,197.3870574
927,197.3626374
928,197.3382173
929,197.3137973
930,197.2893773
931,197.2649573
932,197.2405372
933,197.2161172
934,197.1916972
935,197.1672772
936,197.1428571
937,197.1184371
938,197.0940171
939,197.0695971
940,197.045177
941,197.020757
942,196.996337
943,196.971917
944,196.9474969
945,196.9230769
946,196.8986569
947,196.8742369
948,196.8498168
949,196.8253968
950,196.8009768
951,196.7765568
952,196.7521368
953,196.7277167
954,196.7032967
955,196.6788767
956,196.6544567
957,196.6300366
958,196.6056166
959,196.5811966
960,196.5567766
961,196.5323565
962,196.5079365
963,196.4835165
964,196.4590965
965,196.4346764
966,196.4102564
967,196.3858364
968,196.3614164
969,196.3369963
970,196.3125763
971,196.2881563
972,196.2637363
973,196.2393162
974,196.2148962
975,196.1904762
976,196.1660562
977,196.1416361
978,196.1172161
979,196.0927961
980,196.0683761
981,196.043956
982,196.019536
983,195.995116
984,195.970696
985,195.9462759
986,195.9218559
987,195.8974359
988,195.8730159
989,195.8485958
990,195.8241758
991,195.7997558
992,195.7753358
993,195.7509158
994,195.7264957
995,195.7020757
996,195.6776557
997,195.6532357
998,195.6288156
999,195.6043956
1000,195.5799756
1001,195.5555556
1002,195.5311355
1003,195.5067155
1004,195.4822955
1005,195.4578755
1006,195.4334554
1007,195.4090354
1008,195.3846154
1009,195.3601954
1010,195.3357753
1011,195.3113553
1012,195.2869353
1013,195.2625153
1014,195.2380952
1015,195.2136752
1016,195.1892552
1017,195.1648352
1018,195.1404151
1019,195.1159951
1020,195.0915751
1021,195.0671551
1022,195.042735
1023,195.018315
1024,194.993895
1025,194.969475
1026,194.9450549
1027,194.9206349
1028,194.8962149
1029,194.8717949
1030,194.8473748
1031,194.8229548
1032,194.7985348
1033,194.7741148
1034,194.7496947
1035,194.7252747
1036,194.7008547
1037,194.6764347
1038,194.6520147
1039,194.6275946
1040,194.6031746
1041,194.5787546
1042,194.5543346
1043,194.5299145
1044,194.5054945
1045,194.4810745
1046,194.4566545
1047,194.4322344
1048,194.4078144
1049,194.3833944
1050,194.3589744
1051,194.3345543
1052,194.3101343
1053,194.2857143
1054,194.2612943
1055,194.2368742
1056,194.2124542
1057,194.1880342
1058,194.1636142
1059,194.1391941
